hskId,simplified,traditional,pinyin,definitions,book,hsk,lesson,dialog,nw,example,exampleTranslation,oofc,pn,weight,index
693,冬,鼕,dōng,(onom.) beating a drum/rat-a-tat,3,3,补充,,,松叶经冬不落。,The needles of a pine tree stay on all winter.,,,337,1
693,冬,鼕,dōng,surname Dong,3,3,补充,,,松叶经冬不落。,The needles of a pine tree stay on all winter.,,,337,0
693,冬,冬,dōng,winter,3,3,补充,,,松叶经冬不落。,The needles of a pine tree stay on all winter.,,,338,0
696,法律,法律,fǎ lǜ,"law/CL:條|条[tiáo], 套[tào], 個|个[gè]",4,4,1,1,1,法律规定禁止近亲结婚。,Marriages in proximity of blood are forbidden by the law.,,,814,0
697,俩,倆,liǎ,two (colloquial equivalent of 兩個|两个)/both/some,4,4,1,1,2,他们俩盟誓结为终身伴侣。,They plighted their troth for the rest of their days.,,,272,0
698,印象,印象,yìn xiàng,impression,4,4,1,1,3,她特有的微笑给我留下了美好的印象。,Her particular way of smiling left a good impression on me.,,,1077,0
699,深,深,shēn,deep/depth/deeply/(of a color) dark/deep/rich,4,4,1,1,4,在深雪中开车是个难题。,Driving is a problem in deep snow.,,,666,0
699,深,㴱,shēn,old variant of 深[shēn],4,4,1,1,4,在深雪中开车是个难题。,Driving is a problem in deep snow.,,,665,0
700,熟悉,熟悉,shú xī,to be familiar with/to know well,4,4,1,1,5,主席对开会的过程很熟悉。,The chairman was quite familiar with the procedure for conducting a meeting.,,,458,0
701,不仅,不僅,bù jǐn,not only (this one)/not just (...) but also,4,4,1,1,6,他不仅是位科学家，也是位战士。,"Not only is he a scientist, but he is also a fighter.",,,563,0
702,性格,性格,xìng gé,nature/disposition/temperament/character/CL:個|个[gè],4,4,1,1,7,他性格坚强。,He has a strong personality.,,,358,0
703,开玩笑,開玩笑,kāi wán xiào,to play a joke/to make fun of/to joke,4,4,1,2,8,我不过是开个玩笑而已。,I was merely joking.,,,133,0
704,从来,從來,cóng lái,always/at all times/never (if used in negative sentence),4,4,1,2,9,他从来不因加班而抱怨。,He never complained about working overtime.,,,106,0
705,最好,最好,zuì hǎo,best/(you) had better (do what we suggest),4,4,1,2,10,你最好挂号邮寄这个包裹。,You'd better register this parcel.,,,1827,0
706,共同,共同,gòng tóng,common/joint/jointly/together/collaborative,4,4,1,2,11,他们彼此没有一点共同之处。,They have nothing in common with each other.,,,410,0
707,适合,適合,shì hé,to fit/to suit,4,4,1,2,12,适合时代的需要,suit the needs of the time,,,978,0
708,幸福,幸福,xìng fú,happiness/happy/blessed,4,4,1,2,13,祝你们两位幸福。,May you both be happy!,,,1049,0
709,生活,生活,shēng huó,life/activity/to live/livelihood,4,4,1,3,14,舒适的家庭生活,amenity of home life,,,8720,0
710,刚,剛,gāng,hard/firm/strong/just/barely/exactly,4,4,1,3,15,她现在刚进门。,she's just coming in the door now.,,,759,0
711,浪漫,浪漫,làng màn,romantic,4,4,1,3,16,他是一位真正的浪漫派艺术家。,He was a true Romantic.,,,287,0
712,够,夠,gòu,enough (sufficient)/enough (too much)/(coll.) (before adj.) really/(coll.) to reach by stretching out,4,4,1,3,17,你们都坐得离屏幕够近吗？,Are you all sitting near enough to see the screen?,,,440,0
713,缺点,缺點,quē diǎn,weak point/fault/shortcoming/disadvantage/CL:個|个[gè],4,4,1,3,18,缺点或弱点,A shortcoming or defect.,,,175,0
714,接受,接受,jiē shòu,to accept/to receive,4,4,1,3,19,请接受我真诚的致意。,Accept my sincere professions of regard.,,,907,0
715,羡慕,羨慕,xiàn mù,to envy/to admire,4,4,1,4,20,我羡慕你的好运。,I envy you your good luck.,,,46,0
716,爱情,愛情,ài qíng,"romance/love (romantic)/CL:個|个[gè],份[fèn]",4,4,1,4,21,爱情能持之以恒才是好事。,Constancy in love is a good thing.,,,910,0
718,即使,即使,jí shǐ,even if/even though,4,4,1,4,23,即使下雨，他还是会准时来的。,He will come on time even though it rains.,,,431,0
719,加班,加班,jiā bān,to work overtime,4,4,1,4,24,我想我应该加班。,I think I am supposed to work overtime.,,,124,0
721,感动,感動,gǎn dòng,to move (sb)/to touch (sb emotionally)/moving,4,4,1,4,26,我们感动得流泪。,We were moved to tears.,,,240,0
722,自然,自然,zì rán,nature/natural/naturally,4,4,1,5,27,他在电视摄像机前说话自然。,He spoke naturally in front of the television camera.,,,845,0
723,原因,原因,yuán yīn,cause/origin/root cause/reason/CL:個|个[gè],4,4,1,5,28,她生病的原因是她吃了变质的肉。,The reason she was ill was that she had eaten bad meat.,,,1245,0
724,互相,互相,hù xiāng,each other/mutually/mutual,4,4,1,5,29,工作要互相支持，不要互相拆台。,Our work calls for mutual support. We shouldn't counteract each other's efforts.,,,442,0
725,吸引,吸引,xī yǐn,"to attract (interest, investment etc)/CL:個|个[gè]",4,4,1,5,30,亮光可吸引灯蛾。,Bright lights attract moths.,,,350,0
726,幽默,幽默,yōu mò,(loanword) humor/humorous,4,4,1,5,31,他性情幽默。,He has a humorous disposition.,,,272,0
727,脾气,脾氣,pí qi,character/temperament/disposition/bad temper/CL:個|个[gè],4,4,1,5,32,他脾气急躁。,He's got a hot temper.,,,277,0
728,适应,適應,shì yìng,to adapt/to fit/to suit,4,4,2,1,1,适应新环境,get into the swing of; get into the environment,,,169,0
729,交,交,jiāo,to hand over/to deliver/to pay (money)/to turn over/to make friends/to intersect (lines)/variant of 跤[jiāo],4,4,2,1,2,我得交一份关于昨天晚上发生大火灾的报告。,I have to submit a report on the big fire last night.,,,645,0
730,平时,平時,píng shí,ordinarily/in normal times/in peacetime,4,4,2,1,3,他平时是个非常沉默的人。,He was a very silent man by custom.,,,362,0
731,逛,逛,guàng,to stroll/to visit,4,4,2,1,4,他逛了一家旧书店。,He poked about in a second-hand bookstore.,,,64,0
732,短信,短信,duǎn xìn,text message/SMS,4,4,2,1,5,用短信聊天相当棒！,Chatting with SMS is great.,,,366,0
733,正好,正好,zhèng hǎo,just (in time)/just right/just enough/to happen to/to chance to/by chance/it just so happens that,4,4,2,1,6,我们正好赶上末班公交车。,We just made the last bus.,,,87,0
734,聚会,聚會,jù huì,party/gathering/to meet/to get together,4,4,2,2,7,麦克为什么要举行聚会？,Why will Mike have a party?,,,1293,0
735,联系,聯繫,lián xì,connection/contact/relation/to get in touch with/to integrate/to link/to touch,4,4,2,2,8,她与总经理直接联系。,She is in direct contact with the general manager.,,,2539,0
735,联系,聯係,lián xì,variant of 聯繫|联系[lián xì],4,4,2,2,8,她与总经理直接联系。,She is in direct contact with the general manager.,,,2539,0
736,差不多,差不多,chà bu duō,almost/nearly/more or less/about the same/good enough/not bad,4,4,2,2,9,他差不多已经完成了工作。,He has almost finished his work.,,,238,0
737,专门,專門,zhuān mén,specialist/specialized/customized,4,4,2,2,10,我是专门来问你一个问题的。,I came here specially to ask you a question.,,,247,0
738,毕业,畢業,bì yè,graduation/to graduate/to finish school,4,4,2,2,11,你从哪所大学毕业的？,What university did you graduate from?,,,806,0
739,麻烦,麻煩,má fan,inconvenient/troublesome/annoying/to trouble or bother sb/to put sb to trouble,4,4,2,2,12,不用麻烦了。,Don' t bother about it.,,,185,0
740,好像,好像,hǎo xiàng,as if/to seem like,4,4,2,3,13,好像要有暴风雨。,It looks as though we should have a storm.,,,919,0
741,重新,重新,chóng xīn,again/once more/re-,4,4,2,3,14,他重新鼓起勇气继续工作。,He went to work again with fresh courage.,,,461,0
742,尽管,儘管,jǐn guǎn,"despite/although/even though/in spite of/unhesitatingly/do not hesitate (to ask, complain etc)/(go ahead and do it) without hesitating",4,4,2,3,15,尽管这本书很旧，我们还是决定买。,"Although the book was old, we decided to buy it.",,,232,0
743,真正,真正,zhēn zhèng,genuine/real/true/genuinely,4,4,2,3,16,这次考试是一次真正的挑战。,This examination is a real challenge.,,,858,0
744,友谊,友誼,yǒu yì,companionship/fellowship/friendship,4,4,2,3,17,为了我们的长久友谊，我愿意帮助你。,I will help you for the sake of(=because of) our old friendship.,,,163,0
745,丰富,豐富,fēng fù,to enrich/rich/plentiful/abundant,4,4,2,4,18,好书可以丰富人的精神生活。,Good books can enrich man's inner life.,,,962,0
746,无聊,無聊,wú liáo,bored/boring/senseless,4,4,2,4,19,他觉得首都以外的生活很无聊。,He found life in the provinces boring.,,,54,0
747,讨厌,討厭,tǎo yàn,to dislike/to loathe/disagreeable/troublesome/annoying,4,4,2,4,20,我讨厌他。,I took a dislike to him.,,,79,0
748,却,卻,què,but/yet/however/while/to go back/to decline/to retreat/nevertheless/even though,4,4,2,4,21,人能思考、说话，但动物却不能。,"A human can think and talk, but an animal cannot.",,,3033,0
748,却,㕁,què,old variant of 卻|却[què],4,4,2,4,21,人能思考、说话，但动物却不能。,"A human can think and talk, but an animal cannot.",,,3010,0
749,周围,周圍,zhōu wéi,surroundings/environment/to encompass,4,4,2,4,22,那幢新大楼和它周围的房子不协调。,The new building jars with its surrounding houses.,,,251,0
750,交流,交流,jiāo liú,to exchange/exchange/communication/interaction/to have social contact (with sb),4,4,2,4,23,青老年之间的思想交流没有你想的那样困难。,Communication between old and young people is not so difficult as you think.,,,1034,0
751,理解,理解,lǐ jiě,to comprehend/to understand/comprehension/understanding,4,4,2,5,24,我简直不理解她！,I hardly comprehend her!,,,790,0
752,镜子,鏡子,jìng zi,"mirror/CL:面[miàn],個|个[gè]",4,4,2,5,25,走廊尽头有一面长镜子。,There’s a long mirror at the end of the corridor.,,,79,0
753,而,而,ér,and/as well as/and so/but (not)/yet (not)/(indicates causal relation)/(indicates change of state)/(indicates contrast),4,4,2,5,26,明亮而清晰。,Bright and clear,,,7000,0
754,当,噹,dāng,(onom.) dong/ding dong (bell),4,4,2,5,27,当我阅读一本书时，我通常跳过无趣的部分。,"When I read a book, I usually skip over the uninteresting parts .",,,2234,0
754,当,當,dāng,to be/to act as/manage/withstand/when/during/ought/should/match equally/equal/same/obstruct/just at (a time or place)/on the spot/right/just at,4,4,2,5,27,当我阅读一本书时，我通常跳过无趣的部分。,"When I read a book, I usually skip over the uninteresting parts .",,,2249,0
755,困难,困難,kùn nan,difficult/challenging/straitened circumstances/difficult situation,4,4,2,5,28,他们遇到困难了。,They laboured under a difficulty.,,,376,0
756,及时,及時,jí shí,in time/promptly/without delay/timely,4,4,2,5,29,咱们快一点，好及时完成任务。,Let’s hurry up so that we may finish the work in time.,,,458,0
757,陪,陪,péi,to accompany/to keep sb company/to assist/old variant of 賠|赔[péi],4,4,2,5,30,请陪我去故乡走一走。,Please accompany me on the trip to my hometown.,,,340,0
758,挺,挺,tǐng,straight/erect/to stick out (a part of the body)/to (physically) straighten up/to support/to withstand/outstanding/(coll.) quite/very/classifier for machine guns,4,4,3,1,1,天还是挺热的。,It's rather hot than otherwise.,,,528,0
759,紧张,緊張,jǐn zhāng,nervous/keyed up/intense/tense/strained/in short supply/scarce/CL:陣|阵[zhèn],4,4,3,1,2,克莱在考试前夕很紧张。,Clay was nervous on the eve of the examination.,,,1455,0
760,信心,信心,xìn xīn,confidence/faith (in sb or sth)/CL:個|个[gè],4,4,3,1,3,他对未来充满信心。,He felt confident in the future.,,,827,0
761,能力,能力,néng lì,capability/ability/CL:個|个[gè],4,4,3,1,4,他使我们相信他的工作能力。,He assured us of his ability to work.,,,1727,0
762,招聘,招聘,zhāo pìn,to invite applications for a job/to recruit,4,4,3,1,5,我参加了想招聘老师的公司的讨论会。,I attended seminars by companies trying to recruit teachers.,,,1363,0
763,提供,提供,tí gōng,to offer/to supply/to provide/to furnish,4,4,3,1,6,他给难民提供食物。[他为难民提供食物。],He furnished the refugees with food. [He furnished food to the refugees.],,,2657,0
764,负责,負責,fù zé,to be in charge of/to take responsibility for/to be to blame/conscientious,4,4,3,2,7,要认真负责。,Don't do your work in a slipshod manner. You should be conscientious and have a sense of responsibility.,,,666,0
765,本来,本來,běn lái,original/originally/at first/it goes without saying/of course,4,4,3,2,8,这个节目本来是是为中年人设计的。,The show was originally designed for the middle aged people.,,,386,0
766,应聘,應聘,yìng pìn,to accept a job offer/to apply for an advertised position,4,4,3,2,9,该工作有许多应聘者。,There are a large number of candidates for the job.,,,39,0
767,材料,材料,cái liào,"material/data/makings/stuff/CL:個|个[gè],種|种[zhǒng]",4,4,3,2,10,这是案件的原始材料。,These are the original data of the case.,,,479,0
768,符合,符合,fú hé,in keeping with/in accordance with/tallying with/in line with/to agree with/to accord with/to conform to/to correspond with/to manage/to handle,4,4,3,2,11,符合习惯,conformity to custom,,,248,0
769,通知,通知,tōng zhī,to notify/to inform/notice/notification/CL:個|个[gè],4,4,3,2,12,当局将通知你何时出庭。,The authorities will notify you when to appear in court.,,,929,0
770,律师,律師,lǜ shī,lawyer,4,4,3,3,13,律师辩护都引文件为证。,The lawyer's arguments were well documented.,,,169,0
771,专业,專業,zhuān yè,"specialty/specialized field/main field of study (at university)/major/CL:門|门[mén],個|个[gè]/professional",4,4,3,3,14,数学是我的专业。,Mathematics is my special area.,,,2786,0
772,另外,另外,lìng wài,additional/in addition/besides/separate/other/moreover/furthermore,4,4,3,3,15,另外，这是纯羊毛的，手感柔和。,"Besides, it's made of pure wool, very soft .",,,716,0
773,收入,收入,shōu rù,"to take in/income/revenue/CL:筆|笔[bǐ],個|个[gè]",4,4,3,3,16,她的收入与支出不相称。,Her expenses do not correspond to her income.,,,317,0
774,咱们,咱們,zán men,we or us (including both the speaker and the person(s) spoken to)/(dialect) I or me/(dialect) (in a coaxing or familiar way) you/also pr. [zá men],4,4,3,3,17,咱们叫一辆出租汽车好吗？,"Let’s hail a taxi, shall we ?",,,154,0
775,安排,安排,ān pái,to arrange/to plan/to set up/arrangements/plans,4,4,3,3,18,我会立即安排好你的活动日程的。,I will arrange your schedule at once.,,,876,0
776,首先,首先,shǒu xiān,first (of all)/in the first place,4,4,3,4,19,他首先发言，其次轮到我。,"He will speak first, and I next.",,,668,0
777,正式,正式,zhèng shì,formal/official,4,4,3,4,20,这里没有正式的申诉体制。,There is no formal grievance machinery here.,,,670,0
778,留,㽞,liú,old variant of 留[liú],4,4,3,4,21,各行之间多留点空儿。,Leave a little more space between the rows.,,,559,0
778,留,畱,liú,old variant of 留[liú],4,4,3,4,21,各行之间多留点空儿。,Leave a little more space between the rows.,,,559,0
778,留,留,liú,to leave (a message etc)/to retain/to stay/to remain/to keep/to preserve,4,4,3,4,21,各行之间多留点空儿。,Leave a little more space between the rows.,,,563,0
779,其次,其次,qí cì,next/secondly,4,4,3,4,22,其次，我们必须考虑经济状况。,"second, we must consider the economy.",,,168,0
780,诚实,誠實,chéng shí,honest/honesty/honorable/truthful,4,4,3,4,23,诚实的人决不会失约。,An honest man will never break his engagement.,,,417,0
781,改变,改變,gǎi biàn,to change/to alter/to transform,4,4,3,5,24,改变的时机,Time for Change,,,1200,0
782,感觉,感覺,gǎn jué,to feel/to become aware of/feeling/sense/perception/CL:個|个[gè],4,4,3,5,25,雨天给我一种忧郁的感觉。,Rainy days give me a feeling of melancholy.,,,1642,0
783,判断,判斷,pàn duàn,to judge/to determine/judgment,4,4,3,5,26,单凭容貌来判断一个人是不可靠的。,It’s not reliable to judge a man only by his looks.,,,916,0
784,顾客,顧客,gù kè,client/customer/CL:位[wèi],4,4,3,5,27,他吩咐我把东西送去给顾客。,He instructed me to deliver it to a customer.,,,109,0
785,准时,準時,zhǔn shí,on time/punctual/on schedule,4,4,3,5,28,请准时出席。,Please be punctual.,,,14,0
